Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
HHO,F1,2019-04-07-19-10-35,2019-04-07-19-10-36,1.0375852584838867,55813.152430047274,5317.158076467343,143.852991593114,43.79917396025056,1.472002275214634,0.5246835777718667,0.1958048533764647,0.06385695354093474,0.009749667125454206,0.00038628956956123986,5.0237778353371895e-05,8.587595624450336e-06,8.587595624450336e-06,8.587595624450336e-06,2.7033533253375513e-06,2.7017804752752973e-06,2.573095896389768e-06,1.9732622193565772e-07,1.7686681332199727e-07,2.89126189285314e-08,4.168140120618595e-11,4.168140120618595e-11,1.5391950369972917e-11,7.980416716044046e-12,3.6965197676940686e-12,1.1075752424944141e-13,4.7746749489327854e-14,9.075081145655471e-15,9.075081145655471e-15,9.01274859991883e-15,7.476342629784251e-16,7.476342629784251e-16,7.476342629784251e-16,4.019464319708851e-16,3.9413811501287917e-16,2.3963321027797665e-17,1.0326928001539066e-17,1.0326928001539066e-17,4.888159484112257e-18,4.237975273037136e-18,2.167439426834716e-18,1.995609310746952e-18,1.9154538404942694e-18,1.8281158198595538e-18,1.7484934557100228e-18,1.7186762529363612e-18,1.7039918146950827e-18,1.6932177654639506e-18,1.6845363749940284e-18,1.6650778675953093e-18
HHO,F2,2019-04-07-19-10-36,2019-04-07-19-10-37,1.2695982456207275,13719943.11745294,28.522122222287447,4.17285671888299,3.112703079875562,1.370898899097063,0.47603039908942224,0.15311889415330265,0.04317628171323096,0.011592384370148067,0.006546871275038346,0.00586980330063024,0.0017124835914118942,0.0009955515359638082,0.0009955515359638082,0.0006395274985357261,0.0004240155528949802,0.0002354348017090276,0.0002354348017090276,7.650715839583839e-05,4.049723701665418e-05,2.0678281800069137e-05,2.0678281800069137e-05,2.0678281800069137e-05,1.5917663229354063e-05,1.5917663229354063e-05,1.354602189906491e-05,5.780074883016144e-06,3.7123129763137457e-06,2.0824741469658975e-06,1.8628811420111438e-06,3.745914390133603e-07,3.3727796373969e-07,1.0656411422037789e-07,8.31620436147677e-08,1.882685763584406e-08,6.300501107727578e-09,3.7569851117751695e-09,3.512427784721499e-09,3.336303756904937e-09,3.306333079566179e-09,3.264729096727283e-09,3.0587104686952697e-09,2.9194812453773937e-09,2.8144478685287486e-09,2.7712648484704795e-09,2.748748284038375e-09,2.6881053288074986e-09,2.67621437041649e-09,2.6627872548053035e-09,2.49533833124294e-09
HHO,F3,2019-04-07-19-10-37,2019-04-07-19-10-42,4.948748826980591,90490.72963287735,44099.38797495645,1538.9964349214374,698.8665825213598,580.7981502640035,18.130818633382216,17.009071752340137,5.870985600363723,1.7582385782586232,1.7582385782586232,1.113923610046534,0.9910331543472959,0.5486583268938614,0.041604509162297396,0.041604509162297396,0.006603093230803907,0.006603093230803907,0.005330647712498433,0.00023318354397131578,0.00023318354397131578,2.2853281813849634e-05,2.2853281813849634e-05,2.0767516209737925e-05,2.0767026598631568e-05,2.0767026598631568e-05,3.955761851307458e-06,3.1503651405172264e-06,1.4837798670300553e-06,7.722886791018764e-07,1.2489157802371823e-07,1.1591528579957457e-07,1.1591528579957457e-07,4.99622421339831e-09,4.5518541170821273e-10,1.598925862251926e-10,1.5138505617722758e-10,7.481630903657046e-11,6.424830716702739e-13,6.272040096291382e-13,5.746636690220184e-13,5.683271294181267e-13,5.611511770194053e-13,5.561194851897728e-13,5.506224035586927e-13,5.390234107868373e-13,5.238421782086592e-13,5.167191376494658e-13,5.150601124097014e-13,5.139117462731909e-13,5.12794191651344e-13
HHO,F4,2019-04-07-19-10-42,2019-04-07-19-10-43,0.9185531139373779,76.92245129786798,18.18245338831551,4.608221439373615,2.120327906576664,0.4040271210734261,0.264673620374863,0.060217553467074136,0.04128893130200678,0.01906615961179989,0.01804539201502786,0.003072032970427082,0.0018221671337576182,0.0014243314593329615,0.0006939820181303665,0.0004085508888165279,0.00023777983014148043,7.974613256136198e-05,2.7482408588510633e-05,2.7482408588510633e-05,1.0874026651617458e-05,7.719688620382095e-07,4.5522950314967726e-07,4.5522950314967726e-07,1.847693166734871e-07,1.847693166734871e-07,3.041672502862866e-08,1.3624774485705403e-09,1.3624774485705403e-09,1.3624774485705403e-09,7.274338726782974e-10,7.274338726782974e-10,7.274338726782974e-10,6.582267477042315e-10,1.6095638007646862e-10,1.0465858084729004e-10,5.4923210348427675e-11,5.4923210348427675e-11,5.0565482307414174e-11,1.8987034976674297e-11,1.740566930069857e-11,1.6905124973093004e-11,1.683242120853235e-11,1.683242120853235e-11,1.646950843897008e-11,1.640630596751729e-11,1.639230043483652e-11,1.6390446625704386e-11,1.638952125810396e-11,1.638944179180133e-11,1.6389349158722537e-11
HHO,F5,2019-04-07-19-10-43,2019-04-07-19-10-44,1.222728967666626,178692371.9074442,3294183.453875136,31862.46715046769,1263.6973934609632,95.28754814240916,49.37265524241558,27.746628852525987,10.78185146496635,8.450636175662583,5.7498964224656826,4.640764065202644,3.2154331186413962,0.6394393042690198,0.5695233209345223,0.5695233209345223,0.5389400623841725,0.5169611290317231,0.06370924770822502,0.010811036958991757,0.0094686994141314,0.008057195296294183,0.007971200772209582,0.007713496643674293,0.007611701816680297,0.007563194089016541,0.007563194089016541,0.007504020594868051,0.007184779874271215,0.007055221079773978,0.007024728755873371,0.0070019360911652475,0.006992537619647894,0.006988401832770667,0.006988401832770667,0.006986619120811045,0.006979285744989774,0.006977167425476165,0.006973045769365044,0.006966511908655665,0.006961385484557521,0.006949880600430078,0.006940534651162431,0.0069261905819045675,0.006915635859979754,0.00690128303038885,0.00689096058274792,0.006873828509966858,0.006866862556199056,0.006860791108943194,0.006852926276308919
HHO,F6,2019-04-07-19-10-44,2019-04-07-19-10-45,1.015298843383789,58010.75601075243,5516.280771530077,182.28482106740202,44.7898798063347,2.8718794142415454,2.271517550284171,1.738772375452982,0.8026919835314162,0.02501951183626167,0.023483807298249136,0.015945324898932668,0.015945324898932668,0.01593746556115857,0.01539624948601086,0.010011286820314701,0.0009621079659280499,0.0005129006620292226,0.0005129006620292226,0.0005129006620292226,0.00048037450862893616,0.00011396425216971233,6.937124044602505e-05,5.7537922865263024e-05,4.851363670334818e-05,4.843988744591328e-05,4.7834260939666714e-05,4.640309811063219e-05,3.989318721435328e-05,3.4095050960951365e-05,3.23842196337175e-05,3.14475728099044e-05,3.083157790539626e-05,2.990960580484951e-05,2.907486388632583e-05,2.8481625717538794e-05,2.766140043221126e-05,2.434525530212238e-05,2.3649801751976655e-05,2.24800319769671e-05,2.123792721861811e-05,2.0684001105701665e-05,1.949425460518176e-05,1.8844057587737873e-05,1.804848527044847e-05,1.6984744583076384e-05,1.623872039191751e-05,1.5893837230543156e-05,1.5469627931673855e-05,1.5089015634288068e-05,1.490459375255296e-05
HHO,F7,2019-04-07-19-10-45,2019-04-07-19-10-47,1.3872926235198975,98.97296734287215,0.2875747078272364,0.016071943365065216,0.014734245354621249,0.004013159529713132,0.0027737016904565565,0.0027737016904565565,0.0027737016904565565,0.0027737016904565565,0.0027737016904565565,0.0027737016904565565,0.0027737016904565565,0.002428551655845703,0.002428551655845703,0.002428551655845703,0.002428551655845703,0.002428551655845703,0.002428551655845703,0.00020877783858230835,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,0.00013541185423169904,7.505224980396625e-05,7.505224980396625e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05,2.0967044565863618e-05
HHO,F8,2019-04-07-19-10-47,2019-04-07-19-10-48,1.0820891857147217,-3438.841877096357,-4895.396434623738,-5596.918760290542,-11092.397503601214,-11787.20055199658,-12428.47473321285,-12489.943993354866,-12497.145561635663,-12510.213790656488,-12515.203140205696,-12551.500570377744,-12568.970802963804,-12569.004920286949,-12569.014316547118,-12569.014638653138,-12569.021397340446,-12569.024297024951,-12569.025421414031,-12569.025421414031,-12569.025421414031,-12569.025421414031,-12569.025869271076,-12569.025869271076,-12569.025869271076,-12569.026332336935,-12569.03167555917,-12569.034097824999,-12569.03468715644,-12569.035611707692,-12569.035633361127,-12569.035633361127,-12569.035633566958,-12569.035917337456,-12569.036588706409,-12569.038273154973,-12569.039756872602,-12569.040692096303,-12569.042393653524,-12569.043349631216,-12569.045438093355,-12569.047480378242,-12569.049358442655,-12569.051186234341,-12569.052788952482,-12569.054733483372,-12569.056952652587,-12569.05837657676,-12569.059656742475,-12569.06890805317,-12569.074025216873
HHO,F9,2019-04-07-19-10-48,2019-04-07-19-10-49,1.3713335990905762,359.9624823111902,265.704227078239,70.67174923183762,16.869841275971226,4.5618424709835494,0.6685578543006159,0.05469747201937025,0.012620186187064064,0.0033460242680121155,0.0009079639637548098,2.6967295127633406e-05,2.6967295127633406e-05,3.685984495405137e-06,3.685984495405137e-06,5.873646955478762e-07,1.190499574477144e-07,6.962130782994791e-08,1.7479351299698465e-10,4.359890226623975e-11,4.359890226623975e-11,4.359890226623975e-11,2.5124791136477143e-11,6.821210263296962e-13,2.8421709430404007e-13,2.8421709430404007e-13,1.7053025658242404e-13,1.7053025658242404e-13,1.7053025658242404e-13,1.7053025658242404e-13,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHO,F10,2019-04-07-19-10-49,2019-04-07-19-10-51,1.917891502380371,20.240083176600724,14.154809037257863,4.031569806402398,3.6279344775089126,2.194508336051211,0.4044541163904083,0.12891781167720895,0.01374776578800807,0.01006734034102097,0.0009806076828984267,0.0002753369891732582,0.0002753369891732582,0.0002753369891732582,0.0002046395563088943,0.00016893205888779406,0.00016893205888779406,9.730909682348354e-05,9.730909682348354e-05,5.7241679130459744e-05,4.063579336888168e-05,1.0842683753953253e-05,1.0842683753953253e-05,6.369550103801913e-06,4.567562492230337e-06,2.6572425579907133e-06,2.6572425579907133e-06,9.88534900603355e-07,7.149889786894903e-07,3.6207855602654604e-07,6.276273056826653e-08,5.222765908641236e-08,3.5779763596366365e-08,3.025039463366852e-08,2.726498538052624e-08,7.1056622807930125e-09,2.67293431832627e-09,1.2973662144588616e-09,4.929678887322098e-10,4.929678887322098e-10,4.4673997834365764e-10,3.060276476674062e-10,2.392614995017084e-10,1.9795409755829496e-10,1.854378872678808e-10,1.8170043247778267e-10,1.7932721974034393e-10,1.784603576027166e-10,1.7723467138353044e-10,1.769824287123356e-10,1.7671597518642557e-10
HHO,F11,2019-04-07-19-10-51,2019-04-07-19-10-53,1.7343735694885254,491.5594242668632,78.0787975164022,2.0734489746254807,1.4651284051068574,1.1064320646744246,1.0252559743054344,0.5475100755636298,0.2494731258474342,0.05785405970909452,0.018627310829759547,0.002833876899929866,0.0002620091386804635,0.0001520339695718631,5.424001180109883e-05,5.424001180109883e-05,2.2921402826003856e-05,7.000165882731224e-06,2.817636193697126e-06,2.817636193697126e-06,2.7472872554668015e-07,1.0403254002699924e-07,2.071123816893561e-08,9.169618842008731e-09,4.089816707519844e-09,2.2745128003265336e-09,3.3087732553838123e-10,1.0439393793859608e-10,5.7346016824055823e-11,1.5041079493016696e-11,1.5041079493016696e-11,1.3446022073537733e-11,1.2833067941642184e-11,7.99327271039374e-12,2.0360380048600746e-12,7.563949466771192e-13,6.105116412413736e-13,7.549516567451064e-14,3.419486915845482e-14,2.3314683517128287e-15,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHO,F12,2019-04-07-19-10-53,2019-04-07-19-10-56,3.293153762817383,284433264.5797175,228649.3055648082,4.349809340960804,0.10040906607211224,0.003562782010684726,0.0022810307965696365,0.001979061359876433,0.0019495780695830691,0.0013205892154313891,0.0008511880448399877,0.0002880716623565698,0.0001838762872433593,0.0001824646173249056,0.00017605564888436076,0.000100498020488438,1.3771174199889322e-05,1.1410908189900416e-05,1.0469233984470474e-05,1.0404052559948836e-05,5.875657851161359e-06,8.674769579749194e-07,6.260848031231911e-07,5.264620173641392e-07,5.171494442123855e-07,4.277804327290345e-07,4.155059592178112e-07,3.9671306888975154e-07,3.412176805176101e-07,3.407277302133818e-07,3.399019387028805e-07,3.391692969857171e-07,3.3893863907930116e-07,3.388663783089491e-07,3.3883774677175015e-07,3.3883774677175015e-07,3.388365423855713e-07,3.3883652236511436e-07,3.388340551048517e-07,3.3883332672004303e-07,3.3883320958412394e-07,3.3883223690231586e-07,3.3883144054714507e-07,3.3877940074469116e-07,3.3876302888777467e-07,3.387444858230992e-07,3.3872423876951575e-07,3.387131313688488e-07,3.387021847028346e-07,3.386927661373099e-07,3.38688018978156e-07
HHO,F13,2019-04-07-19-10-56,2019-04-07-19-10-59,2.431532621383667,715551373.3483456,6234680.957477744,0.17737767750022188,0.08669771712344329,0.07393217176519144,0.03174797368886011,0.024689189065593583,0.010847455562108517,0.009034666049229251,0.005409217720669923,0.002944864672113352,0.0013028854448589294,0.0013021210894927993,0.00031961627947469165,0.00012435060300446536,0.00011617378658427562,0.0001031200528392203,0.0001031200528392203,0.00010302312113990417,0.00010162659335672834,0.0001005661844335558,9.196721018745146e-05,8.800876066664877e-05,7.903071388753275e-05,7.903071388753275e-05,7.536059759302824e-05,7.458229477148691e-05,7.455429401178001e-05,7.453606660187617e-05,7.373520188732696e-05,7.3436306233531e-05,7.342033232260896e-05,7.34087354613933e-05,7.340843774526236e-05,7.340748254187202e-05,7.340748254187202e-05,7.340730435121114e-05,7.340718506663323e-05,7.340629202602673e-05,7.34027883250241e-05,7.34005234223796e-05,7.339873948293911e-05,7.3395686235674e-05,7.339430118010308e-05,7.339203523911083e-05,7.3389871785446e-05,7.338828817303706e-05,7.33873127333573e-05,7.338637491334243e-05,7.338605340423178e-05
HHO,F14,2019-04-07-19-10-59,2019-04-07-19-11-21,22.612510204315186,9.81013981306631,7.8783119376350665,6.9631450709126925,2.9821051571846913,2.9821051571846913,1.9940215693681,1.992030908899791,1.9920309003456689,1.9920309003456689,1.992030900314618,1.992030900314618,1.992030900314618,1.992030900314618,1.9920309003132826,1.9920309003132826,1.9920309003041423,1.9920309003041423,1.99203090030195,1.992030900290803,1.992030900290803,1.9920309002906351,1.9920309002906351,1.9920309002906351,1.9920309002790813,1.9920309002664698,1.9920309002638397,1.9920309002637502,1.9920309002637502,1.9920309002637502,1.9920309002637502,1.9920309002637502,1.9920309002637502,1.9920309002637502,1.9920309002637502,1.992030900263645,1.992030900263281,1.9920309002626286,1.9920309002625454,1.9920309002611365,1.992030900254151,1.9920309002513763,1.9920309002468601,1.9920309002406182,1.9920309002350316,1.9920309002280616,1.9920309002239767,1.992030900220924,1.9920309002207246,1.992030900220718,1.992030900220718
HHO,F15,2019-04-07-19-11-21,2019-04-07-19-11-23,1.405252456665039,0.044904603742272856,0.0015533778540078162,0.0015533778540078162,0.0015533778540078162,0.0015422646434881209,0.0015422646434881209,0.0015415077930459374,0.0015415077930459374,0.0015409382808490813,0.0015404117838084205,0.0015404117838084205,0.0015395165871627467,0.0015232146107352533,0.001516442159854225,0.0015163270699619597,0.0010622607344367742,0.00041102423300903087,0.00034807080184894355,0.0003452140829316713,0.00034481526746933135,0.00034399476484320984,0.00034364362662233483,0.000343368057617317,0.000343368057617317,0.00034335189147525856,0.00034334146136515717,0.00034330204980661963,0.00034327815969718346,0.0003391248625315998,0.0003292977051067553,0.00032552304297836537,0.0003223304329224787,0.00032008306050690963,0.00031854251294337305,0.000316834347208775,0.0003126492983294076,0.0003105555769564577,0.0003100241029794646,0.0003096025119920524,0.0003091318751416145,0.0003091201467736803,0.00030911602774689957,0.00030910976557548935,0.0003089575824142883,0.00030836950489443796,0.00030822112225585937,0.00030810687970987677,0.0003080562067614972,0.00030803136185972275,0.00030800750259582933
HHO,F16,2019-04-07-19-11-23,2019-04-07-19-11-23,0.7031242847442627,-1.0116332053716042,-1.0308762954650184,-1.0313036354641607,-1.0313554374825762,-1.0314251571109097,-1.0316001186715165,-1.031619154121929,-1.031619154121929,-1.031625484660302,-1.0316269611624238,-1.0316269611624238,-1.031627148839943,-1.0316278792732712,-1.0316278792732712,-1.0316278792732712,-1.0316278792732712,-1.0316278792732712,-1.0316278792732712,-1.0316278792732712,-1.0316283909132904,-1.0316284371820716,-1.0316284371820716,-1.0316284382152672,-1.0316284440720123,-1.0316284440720123,-1.031628444072801,-1.031628444072801,-1.0316284442811599,-1.0316284442811599,-1.031628451920664,-1.0316284522868795,-1.031628453458809,-1.031628453488454,-1.031628453488454,-1.031628453488454,-1.031628453488518,-1.0316284534886597,-1.0316284534887594,-1.031628453489463,-1.031628453489548,-1.0316284534896691,-1.031628453489766,-1.0316284534898013,-1.0316284534898164,-1.0316284534898337,-1.031628453489856,-1.0316284534898685,-1.0316284534898723,-1.0316284534898743,-1.031628453489875
HHO,F17,2019-04-07-19-11-23,2019-04-07-19-11-24,0.7310483455657959,0.430455345233165,0.4252907697460966,0.40343350557034796,0.3985472591166186,0.398119390223588,0.3980426705908453,0.39803185064933366,0.3979850020272391,0.39793492980822975,0.3979333092510391,0.3979333092510391,0.39792990914938997,0.39792990914938997,0.39792990914938997,0.39792990914938997,0.3979225854657411,0.3979211273841674,0.3979207337920485,0.3979207337920485,0.3979207337920485,0.3979179298046702,0.39791689415072007,0.397900648855952,0.39789773629967407,0.39789627128597616,0.39789159730216106,0.39789159730216106,0.39789127701200755,0.39789125547140713,0.3978912376511836,0.39789040637285567,0.3978901647333313,0.3978900842066224,0.39789004807069617,0.3978900476109324,0.3978900473615461,0.39789004608416256,0.3978900322185659,0.3978900277192281,0.3978899902534696,0.397888092049719,0.39788740704611314,0.39788737898773086,0.3978873705928212,0.3978873600208299,0.3978873592322252,0.39788735792887664,0.39788735787436025,0.3978873578084787,0.39788735776122763
HHO,F18,2019-04-07-19-11-24,2019-04-07-19-11-25,0.944500207901001,3.9692652762239664,3.0169582055512385,3.016553305679334,3.002387306069916,3.002177175867965,3.002177175867965,3.0014993509182517,3.0014727638092062,3.0014131143896265,3.0001992197041876,3.0001992197041876,3.0001992197041876,3.0000395324491653,3.0000395324491653,3.000014465531771,3.000014112426388,3.000006008274581,3.000006008274581,3.000004260261563,3.000004260261563,3.000000857715865,3.0000007088258376,3.000000599071936,3.000000560614752,3.000000560614752,3.000000553899032,3.000000529753994,3.000000529753994,3.0000004391220303,3.0000003297903746,3.0000001103838345,3.0000000050895164,3.0000000050895164,3.00000000066098,3.00000000022686,3.0000000000780953,3.000000000008744,3.000000000002961,3.000000000001821,3.0000000000017084,3.0000000000016698,3.000000000001472,3.000000000001442,3.0000000000013918,3.0000000000013034,3.0000000000009868,3.0000000000008953,3.0000000000001217,2.999999999999959,2.9999999999999343
HHO,F19,2019-04-07-19-11-25,2019-04-07-19-11-27,2.4056038856506348,-3.7641980675705535,-3.8472922709844934,-3.85241799955847,-3.858983467283861,-3.8622083706786734,-3.862388936592005,-3.86262686081221,-3.86262686081221,-3.86262686081221,-3.86262686081221,-3.862626982220907,-3.862626982220907,-3.8626353302070386,-3.8626353302070386,-3.8626531463743583,-3.862725392594989,-3.8627262903447264,-3.8627326115482616,-3.8627332782381134,-3.8627333615715327,-3.8627333615715327,-3.8627333995903834,-3.8627339495465405,-3.862734691503845,-3.862738165208667,-3.8627428636632337,-3.8627431495750946,-3.862746495792491,-3.862756594914127,-3.8627571651614834,-3.8627577884836977,-3.8627577884836977,-3.862757877448571,-3.8627587001459993,-3.8627588717864847,-3.862759272484227,-3.862759278389113,-3.8627592942516693,-3.862759301159871,-3.8627617752497168,-3.8627745952579997,-3.8627797649466142,-3.86278172568773,-3.862781912602264,-3.862782077228843,-3.862782116310646,-3.862782126777436,-3.8627821325458642,-3.8627821373255524,-3.8627821400759075
